FIGHTER,HEIGHT,WEIGHT,REACH,STANCE,DOB,URL
Jorge Santiago,"6' 1""",170 lbs.,"75""",Orthodox,"Oct 09, 1980",http://ufcstats.com/fighter-details/f8dc544e7077d014
Mike Santiago,"5' 10""",145 lbs.,"69""",Orthodox,"Jul 28, 1989",http://ufcstats.com/fighter-details/bc656db347f31e19
Richie Santiago,"5' 7""",135 lbs.,"67""",Southpaw,"Oct 10, 1992",http://ufcstats.com/fighter-details/9f95d6b5b459cc6b
Evangelista Santos,"5' 10""",170 lbs.,"76""",Orthodox,"Dec 12, 1977",http://ufcstats.com/fighter-details/99bf06f20491cb54
Iliarde Santos,"5' 5""",125 lbs.,"67""",Orthodox,"Sep 25, 1980",http://ufcstats.com/fighter-details/14aa21bc82cac57d
Leonardo Santos,"6' 0""",155 lbs.,"75""",Orthodox,"Feb 05, 1980",http://ufcstats.com/fighter-details/9c65736747ca92ec
Thiago Santos,"6' 2""",205 lbs.,"76""",Orthodox,"Jan 07, 1984",http://ufcstats.com/fighter-details/dea070ed4a2a8281
Yana Santos,"5' 6""",135 lbs.,"68""",Orthodox,"Nov 11, 1989",http://ufcstats.com/fighter-details/3143bf892608139a
Taila Santos,"5' 6""",125 lbs.,"68""",Orthodox,"Jun 22, 1993",http://ufcstats.com/fighter-details/f7467152fd9f18a2
Edivan Santos,"6' 4""",248 lbs.,"78""",Orthodox,"May 03, 1992",http://ufcstats.com/fighter-details/78719f6663ad9160
Daniel Santos,"5' 7""",145 lbs.,"67""",Orthodox,"Mar 12, 1995",http://ufcstats.com/fighter-details/b67d6bacc68d4c92
Gabriel Santos,"5' 9""",145 lbs.,"70""",Orthodox,"Nov 28, 1996",http://ufcstats.com/fighter-details/f2f140ce7532e327
Luana Santos,"5' 6""",135 lbs.,"67""",Orthodox,"Apr 16, 2000",http://ufcstats.com/fighter-details/5078e1dacf9d25f4
Djorden Santos,"6' 0""",185 lbs.,"75""",Orthodox,"Aug 01, 1997",http://ufcstats.com/fighter-details/312f7d7b2b2f7de4
Mairon Santos,"5' 7""",155 lbs.,"72""",Orthodox,"Jun 10, 2000",http://ufcstats.com/fighter-details/480779d7f9a424d3
Daniel Sarafian,"5' 9""",185 lbs.,"73""",Orthodox,"Aug 21, 1982",http://ufcstats.com/fighter-details/7e47047d0971d566
Jeka Saragih,"5' 8""",145 lbs.,"69""",Orthodox,"Jan 01, 1995",http://ufcstats.com/fighter-details/57186c150c645200
Yuta Sasaki,"5' 10""",125 lbs.,"71""",Southpaw,"Oct 07, 1989",http://ufcstats.com/fighter-details/7c3c48cf54a2848e
Paul Sass,"6' 0""",155 lbs.,"73""",Orthodox,"Aug 04, 1988",http://ufcstats.com/fighter-details/7b143a54451263d9
Keisuke Sasu,"5' 5""",145 lbs.,"69""",Switch,"Sep 30, 1994",http://ufcstats.com/fighter-details/b7bcf6dfbbb7c16c
Takashi Sato,"5' 10""",170 lbs.,"73""",Southpaw,"Jun 09, 1990",http://ufcstats.com/fighter-details/8abac218746e04ca
Shogo Sato,"5' 7""",170 lbs.,"66""",Southpaw,"Jun 08, 1993",http://ufcstats.com/fighter-details/c982b98d33825763
Uran Satybaldiev,"6' 4""",205 lbs.,"79""",Orthodox,"Aug 10, 1994",http://ufcstats.com/fighter-details/02f484417a6fa69d
Ben Saunders,"6' 2""",170 lbs.,"77""",Orthodox,"Apr 13, 1983",http://ufcstats.com/fighter-details/484acc7b0f856ce9
Christien Savoie,"5' 11""",170 lbs.,"72""",Orthodox,"Aug 29, 1992",http://ufcstats.com/fighter-details/67f0d1b1b0b39bec
Matt Sayles,"5' 7""",155 lbs.,"68""",Orthodox,"Feb 21, 1994",http://ufcstats.com/fighter-details/5b8ba8f5512893b1
Mikheil Sazhiniani,"6' 0""",205 lbs.,"71""",Orthodox,"Oct 05, 1996",http://ufcstats.com/fighter-details/22a1f83edb865aee
Eric Schafer,"6' 3""",185 lbs.,"76""",Orthodox,"Sep 20, 1977",http://ufcstats.com/fighter-details/f59f1d3a2ff13edd
Brendan Schaub,"6' 4""",245 lbs.,"78""",Orthodox,"Mar 18, 1983",http://ufcstats.com/fighter-details/89a407032911e27e
Matheus Scheffel,"6' 2""",205 lbs.,"75""",Orthodox,"Nov 04, 1992",http://ufcstats.com/fighter-details/a296ad1d238d97df
Matt Schnell,"5' 8""",125 lbs.,"70""",Orthodox,"Jan 15, 1990",http://ufcstats.com/fighter-details/67c1d46f4ed16f9e
Bailey Schoenfelder,"6' 3""",265 lbs.,"76""",Orthodox,"Sep 22, 1997",http://ufcstats.com/fighter-details/b0353e7f5038dd09
Wes Schultz,"6' 2""",185 lbs.,"77""",Orthodox,"Aug 09, 1996",http://ufcstats.com/fighter-details/b4443fae47e7eb9d
Justin Scoggins,"5' 7""",125 lbs.,"66""",Southpaw,"May 02, 1992",http://ufcstats.com/fighter-details/9fa568ad2bf2cb0b
Brad Scott,"6' 1""",170 lbs.,"76""",Orthodox,"Jun 24, 1989",http://ufcstats.com/fighter-details/34e552520a934063
Louis Lee Scott,"5' 8""",135 lbs.,"70""",Orthodox,"Feb 26, 2000",http://ufcstats.com/fighter-details/4327506eb9ee342f
Zachary Scroggin,"6' 3""",170 lbs.,"74""",Orthodox,"Mar 09, 1996",http://ufcstats.com/fighter-details/03dee485905dbc9f
Demba Seck,"6' 1""",145 lbs.,"74""",Orthodox,"Jul 07, 1993",http://ufcstats.com/fighter-details/b9af9f8834e39d3e
Neil Seery,"5' 4""",125 lbs.,"64""",Orthodox,"Aug 30, 1979",http://ufcstats.com/fighter-details/49a74b9fb2e45fdf
Stefan Sekulic,"6' 0""",170 lbs.,"75""",Southpaw,"Feb 12, 1992",http://ufcstats.com/fighter-details/348dff4e03bd18c6
Pete Sell,"5' 11""",170 lbs.,"75""",Orthodox,"Aug 05, 1982",http://ufcstats.com/fighter-details/0359313549d230a1
Matthew Semelsberger,"6' 1""",170 lbs.,"75""",Switch,"Nov 23, 1992",http://ufcstats.com/fighter-details/4aa58269d0664b5b
Mackens Semerzier,"5' 9""",145 lbs.,"72""",Orthodox,"Nov 03, 1980",http://ufcstats.com/fighter-details/51b1e2fd9872005b
YeDam Seo,"5' 3""",115 lbs.,"63""",Orthodox,"Mar 20, 1992",http://ufcstats.com/fighter-details/762572d67204fadb
DongHyun Seo,"5' 7""",145 lbs.,"67""",Orthodox,"Aug 22, 1990",http://ufcstats.com/fighter-details/0505e27a5d00704a
Alex Serdyukov,"6' 2""",170 lbs.,"74""",Orthodox,"May 24, 1980",http://ufcstats.com/fighter-details/253d3f9e97ca149a
Matt Serra,"5' 6""",170 lbs.,"68""",Orthodox,"Jun 02, 1974",http://ufcstats.com/fighter-details/86dfed7cc24a9fa7
Fredy Serrano,"5' 3""",125 lbs.,"65""",Orthodox,"Sep 22, 1979",http://ufcstats.com/fighter-details/0ccab7c889ede9ea
Igor Severino,"5' 7""",125 lbs.,"69""",Orthodox,"Apr 21, 2003",http://ufcstats.com/fighter-details/6ad8e4296f7522d9
Rodrigo Sezinando,"5' 9""",170 lbs.,"71""",Orthodox,"Dec 11, 1997",http://ufcstats.com/fighter-details/c06d6b18862f9a53
Edmen Shahbazyan,"6' 2""",185 lbs.,"75""",Orthodox,"Nov 20, 1997",http://ufcstats.com/fighter-details/4144798612ef96e5
Leon Shahbazyan,"6' 4""",170 lbs.,"74""",Orthodox,"Nov 18, 1995",http://ufcstats.com/fighter-details/9eed2bcc9e0b92af
Don Shainis,"5' 6""",145 lbs.,"67""",Orthodox,"Sep 16, 1990",http://ufcstats.com/fighter-details/da4628f173337902
Liliya Shakirova,"5' 4""",125 lbs.,"65""",Orthodox,"Oct 24, 1991",http://ufcstats.com/fighter-details/f300763147320d12
Kamal Shalorus,"5' 8""",155 lbs.,"68""",Orthodox,"Aug 27, 1972",http://ufcstats.com/fighter-details/ece280745f8727b8
Ken Shamrock,"6' 1""",205 lbs.,"72""",Orthodox,"Feb 11, 1964",http://ufcstats.com/fighter-details/63b65af1c5cb02cb
Shang Zhifa,"5' 7""",125 lbs.,"63""",Orthodox,"Mar 15, 1986",http://ufcstats.com/fighter-details/5a7350645bc9bd6e
Sean Sharaf,"6' 3""",252 lbs.,"77""",Orthodox,"Jul 11, 1993",http://ufcstats.com/fighter-details/0f3a990526c5e706
Priya Sharma,"5' 1""",115 lbs.,"59""",Orthodox,"Aug 29, 1991",http://ufcstats.com/fighter-details/5f23eaf9e9c34667
Eric Shelton,"5' 6""",125 lbs.,"68""",Orthodox,"Feb 02, 1991",http://ufcstats.com/fighter-details/a0c64f272b65d441
Sean Sherk,"5' 6""",155 lbs.,"67""",Orthodox,"Aug 05, 1973",http://ufcstats.com/fighter-details/029880cdbf5ca089
Chase Sherman,"6' 4""",250 lbs.,"78""",Orthodox,"Nov 16, 1989",http://ufcstats.com/fighter-details/01b352b6a9074d5c
Valentina Shevchenko,"5' 5""",125 lbs.,"66""",Southpaw,"Mar 07, 1988",http://ufcstats.com/fighter-details/132deb59abae64b1
Antonina Shevchenko,"5' 8""",125 lbs.,"67""",Southpaw,"Nov 20, 1984",http://ufcstats.com/fighter-details/d7338bcb141abd2c
Shi Ming,"5' 2""",115 lbs.,"60""",Orthodox,"Nov 14, 1994",http://ufcstats.com/fighter-details/d683f4870742b273
Jake Shields,"6' 0""",170 lbs.,"72""",Orthodox,"Jan 09, 1979",http://ufcstats.com/fighter-details/fe435e440b5de0ff
Henrique Shiguemoto,"5' 11""",185 lbs.,"72""",Orthodox,"Jun 22, 1989",http://ufcstats.com/fighter-details/5d1700cfbaafbe06
Liudvik Sholinian,"5' 10""",135 lbs.,"71""",Orthodox,"Jan 20, 1990",http://ufcstats.com/fighter-details/1a54231796e24a3f
Jack Shore,"5' 8""",145 lbs.,"71""",Orthodox,"Feb 06, 1995",http://ufcstats.com/fighter-details/b8a85389d115e35a
Ivan Shtyrkov,"6' 0""",205 lbs.,"74""",Orthodox,"Jun 09, 1988",http://ufcstats.com/fighter-details/1f4b1d7d12601c5f
Ronal Siahaan,"5' 7""",125 lbs.,"71""",Southpaw,"May 05, 1996",http://ufcstats.com/fighter-details/762226efa2b01654
Sam Sicilia,"5' 8""",145 lbs.,"67""",Orthodox,"Feb 01, 1986",http://ufcstats.com/fighter-details/b8aef0faf4ce9b31
Serhiy Sidey,"5' 11""",135 lbs.,"72""",Switch,"Jul 04, 1996",http://ufcstats.com/fighter-details/1a2bf44edb8055b6
Steven Siler,"5' 11""",145 lbs.,"70""",Orthodox,"Feb 15, 1987",http://ufcstats.com/fighter-details/d188a3b817860ec6
Anderson Silva,"6' 2""",185 lbs.,"77""",Southpaw,"Apr 14, 1975",http://ufcstats.com/fighter-details/1f454354805b6f75
Wanderlei Silva,"5' 11""",205 lbs.,"74""",Orthodox,"Jul 03, 1976",http://ufcstats.com/fighter-details/a1f6999fe57236e0
Thiago Silva,"6' 2""",205 lbs.,"74""",Orthodox,"Nov 12, 1982",http://ufcstats.com/fighter-details/2924886ee9c4c527
Antonio Silva,"6' 4""",264 lbs.,"82""",Orthodox,"Sep 14, 1979",http://ufcstats.com/fighter-details/8349d55cdecd393a
Erick Silva,"6' 0""",170 lbs.,"74""",Orthodox,"Jun 21, 1984",http://ufcstats.com/fighter-details/5866fc86183a9fb8
Leandro Silva,"5' 9""",155 lbs.,"72""",Orthodox,"Nov 11, 1985",http://ufcstats.com/fighter-details/159da492e000afbf
Claudio Silva,"5' 11""",170 lbs.,"71""",Southpaw,"Sep 06, 1982",http://ufcstats.com/fighter-details/6f7c616b98e18c29
Joaquim Silva,"5' 8""",155 lbs.,"69""",Southpaw,"Feb 05, 1989",http://ufcstats.com/fighter-details/ae7fe94f117f98cf
Felipe Silva,"6' 0""",155 lbs.,"77""",Orthodox,"May 08, 1984",http://ufcstats.com/fighter-details/1b38a2b897f6209c
Bruno Silva,"5' 4""",125 lbs.,"65""",Orthodox,"Mar 16, 1990",http://ufcstats.com/fighter-details/294aa73dbf37d281
Bruno Silva,"6' 0""",185 lbs.,"74""",Orthodox,"Jul 13, 1989",http://ufcstats.com/fighter-details/12ebd7d157e91701
Gabriel Silva,"5' 6""",135 lbs.,"71""",Orthodox,"Aug 26, 1994",http://ufcstats.com/fighter-details/002ca196477ce572
Jacob Silva,"5' 5""",125 lbs.,"67""",Orthodox,"Feb 23, 1988",http://ufcstats.com/fighter-details/f6f2ea21a67be3a7
Natalia Silva,"5' 4""",125 lbs.,"65""",Southpaw,"Feb 03, 1997",http://ufcstats.com/fighter-details/262d32ebda89efc4
Jansey Silva,"6' 2""",185 lbs.,"67""",Orthodox,"May 30, 1995",http://ufcstats.com/fighter-details/0d09efd31eb9fadf
Maria Silva,"5' 3""",115 lbs.,"64""",Orthodox,"Dec 19, 1995",http://ufcstats.com/fighter-details/4408865b4e65e374
Karine Silva,"5' 5""",125 lbs.,"67""",Orthodox,"Dec 02, 1993",http://ufcstats.com/fighter-details/9d62c2d8ee151f08
Erik Silva,"5' 9""",145 lbs.,"71""",Orthodox,"Mar 16, 1987",http://ufcstats.com/fighter-details/21b813b919776d90
Janaina Silva,"5' 1""",115 lbs.,"60""",Orthodox,"Feb 16, 1992",http://ufcstats.com/fighter-details/4784a5b4a452464a
Jhonata Silva,"5' 5""",125 lbs.,"66""",Orthodox,"Apr 24, 1997",http://ufcstats.com/fighter-details/4e33534d1e036444
Danny Silva,"5' 11""",145 lbs.,"70""",Switch,"Jan 30, 1997",http://ufcstats.com/fighter-details/d964a59c48381cb6
Samuel Silva,"6' 0""",155 lbs.,"72""",Orthodox,"Jan 02, 1996",http://ufcstats.com/fighter-details/04e0507b94014dbb
Douglas Silva de Andrade,"5' 7""",135 lbs.,"68""",Orthodox,"Jun 22, 1985",http://ufcstats.com/fighter-details/3a314d9fa7c6825d
Elias Silverio,"5' 11""",155 lbs.,"73""",Orthodox,"Sep 22, 1986",http://ufcstats.com/fighter-details/52ba464d9068d871
Sim Kai Xiong,"5' 6""",135 lbs.,"67""",Orthodox,"Sep 06, 1997",http://ufcstats.com/fighter-details/79e2cb1e813f881b
Jamey Simmons,"5' 6""",135 lbs.,"70""",Orthodox,"Sep 11, 1992",http://ufcstats.com/fighter-details/f0fad0e9f3b65752
Ricky Simon,"5' 6""",135 lbs.,"69""",Orthodox,"Aug 31, 1992",http://ufcstats.com/fighter-details/5987b2458f4b5290
Aaron Simpson,"6' 0""",170 lbs.,"73""",Orthodox,"Jul 20, 1974",http://ufcstats.com/fighter-details/d5f820c11a121050
Tony Sims,"5' 11""",155 lbs.,"70""",Southpaw,"Oct 14, 1985",http://ufcstats.com/fighter-details/57bad6a84230f0c9
Everett Sims,"6' 5""",260 lbs.,"77""",Southpaw,"Sep 04, 1988",http://ufcstats.com/fighter-details/59c6d5af765df641
Rory Singer,"6' 2""",185 lbs.,"77""",Orthodox,"May 28, 1976",http://ufcstats.com/fighter-details/546015aa2ad945fd
Rana Rudra Pratap Singh,"5' 10""",135 lbs.,"69""",Orthodox,"May 09, 1997",http://ufcstats.com/fighter-details/254ed71756cfd18c
Kiran Singh,"5' 1""",115 lbs.,"65""",Orthodox,"Jul 25, 2000",http://ufcstats.com/fighter-details/f985ca2370a37078
Elvis Sinosic,"6' 3""",205 lbs.,"77""",Orthodox,"Feb 13, 1971",http://ufcstats.com/fighter-details/817e0bdf08efce2e
Gian Siqueira,"6' 1""",170 lbs.,"74""",Orthodox,"Jun 23, 1994",http://ufcstats.com/fighter-details/a46fdda658fee832
Jeremia Siregar,"5' 2""",125 lbs.,"63""",Orthodox,"Jul 27, 1991",http://ufcstats.com/fighter-details/a7ac3b1b0c4146db
Dennis Siver,"5' 6""",145 lbs.,"70""",Orthodox,"Jan 13, 1979",http://ufcstats.com/fighter-details/5f87a5c00b3d17ed
Chas Skelly,"5' 11""",145 lbs.,"72""",Orthodox,"May 11, 1985",http://ufcstats.com/fighter-details/4bd6b4800070b069
Scott Smith,"6' 0""",185 lbs.,"70""",Orthodox,"May 21, 1979",http://ufcstats.com/fighter-details/3410cf010558dc8b
Trevor Smith,"6' 3""",185 lbs.,"75""",Orthodox,"Jan 05, 1981",http://ufcstats.com/fighter-details/f797f0c57a83353e
Anthony Smith,"6' 4""",205 lbs.,"76""",Orthodox,"Jul 26, 1988",http://ufcstats.com/fighter-details/d4c9dcd330403612
Colton Smith,"6' 0""",155 lbs.,"71""",Orthodox,"Aug 14, 1987",http://ufcstats.com/fighter-details/2e25c1d983c26311
Leslie Smith,"5' 9""",135 lbs.,"66""",Orthodox,"Aug 17, 1982",http://ufcstats.com/fighter-details/76984112f697631f
Devonte Smith,"5' 9""",155 lbs.,"76""",Orthodox,"Jul 30, 1993",http://ufcstats.com/fighter-details/207773daeb4afa7b
Cole Smith,"5' 11""",135 lbs.,"67""",Orthodox,"Apr 05, 1989",http://ufcstats.com/fighter-details/56709e66f1c6008f
Nate Smith,"5' 6""",125 lbs.,"69""",Switch,"Apr 09, 1995",http://ufcstats.com/fighter-details/0bbb69f69c9a2eea
Braxton Smith,"5' 11""",257 lbs.,"72""",Orthodox,"Jan 01, 1990",http://ufcstats.com/fighter-details/eaa9402e5a7990ad
Elijah Smith,"5' 9""",135 lbs.,"71""",Orthodox,"Sep 05, 2002",http://ufcstats.com/fighter-details/7478b7f959ba61f5
Jacobe Smith,"5' 10""",170 lbs.,"72""",Southpaw,"Jan 17, 1996",http://ufcstats.com/fighter-details/85497ffd934ecf7e
Dmitrii Smoliakov,"6' 2""",253 lbs.,"74""",Switch,"Aug 05, 1982",http://ufcstats.com/fighter-details/75afb06215a07341
Louis Smolka,"5' 9""",135 lbs.,"68""",Orthodox,"Jul 16, 1991",http://ufcstats.com/fighter-details/d2bc285ead803db0
Cameron Smotherman,"5' 9""",135 lbs.,"69""",Orthodox,"Sep 17, 1997",http://ufcstats.com/fighter-details/5c84f673b7bb7c15
Shimon Smotritsky,"6' 2""",170 lbs.,"74""",Orthodox,"Aug 22, 2000",http://ufcstats.com/fighter-details/1b0491ef0f9c965e
Richie Smullen,"5' 9""",155 lbs.,"68""",Orthodox,"Aug 17, 1991",http://ufcstats.com/fighter-details/f75c5ca0d91b9115
Devin Smyth,"5' 10""",170 lbs.,"72""",Switch,"Jul 21, 1995",http://ufcstats.com/fighter-details/7684c8137b4545ba
Peter Sobotta,"6' 0""",170 lbs.,"75""",Southpaw,"Jan 11, 1987",http://ufcstats.com/fighter-details/1fcfc3709fe58151
Renato Sobral,"6' 1""",205 lbs.,"75""",Orthodox,"Sep 07, 1975",http://ufcstats.com/fighter-details/d468288756ae3982
Rameau Thierry Sokoudjou,"5' 10""",205 lbs.,"78""",Orthodox,"Apr 18, 1984",http://ufcstats.com/fighter-details/d1152823307d7e7c
Axel Sola,"6' 2""",170 lbs.,"74""",Southpaw,"Sep 17, 1997",http://ufcstats.com/fighter-details/1d2d98ddd05b38fb
Alexander Soldatkin,"6' 2""",250 lbs.,"75""",Orthodox,"Jun 10, 1993",http://ufcstats.com/fighter-details/f1451d605bad178e
Joe Solecki,"5' 9""",155 lbs.,"70""",Orthodox,"Aug 27, 1993",http://ufcstats.com/fighter-details/af65aa688d13eedf
Song Kenan,"6' 0""",170 lbs.,"71""",Orthodox,"Mar 10, 1990",http://ufcstats.com/fighter-details/32490e80ddab1e5a
Song Yadong,"5' 8""",135 lbs.,"67""",Orthodox,"Dec 02, 1997",http://ufcstats.com/fighter-details/efb96bf3e9ada36f
YoungJae Song,"5' 7""",145 lbs.,"70""",Orthodox,"Jan 03, 1996",http://ufcstats.com/fighter-details/0efb0d4ebb950fcb
Emrah Sonmez,"5' 10""",145 lbs.,"71""",Orthodox,"Jun 26, 1992",http://ufcstats.com/fighter-details/fe759b24e344d7eb
Chael Sonnen,"6' 1""",205 lbs.,"73""",Southpaw,"Apr 03, 1977",http://ufcstats.com/fighter-details/48d1f690b763934c
Jin Soo Son,"5' 6""",135 lbs.,"69""",Orthodox,"Apr 01, 1993",http://ufcstats.com/fighter-details/7c9c6a884be167fe
Benardo Sopaj,"5' 6""",135 lbs.,"66""",Orthodox,"Sep 25, 2000",http://ufcstats.com/fighter-details/b6c37948cb226e8c
Sean Soriano,"5' 9""",145 lbs.,"70""",Orthodox,"Oct 06, 1989",http://ufcstats.com/fighter-details/bd5403efbaa445c0
Punahele Soriano,"5' 11""",170 lbs.,"72""",Southpaw,"Nov 22, 1992",http://ufcstats.com/fighter-details/64facb6cc564262d
Hecher Sosa,"5' 9""",135 lbs.,"70""",Orthodox,"Aug 25, 1995",http://ufcstats.com/fighter-details/ec3bd30378d63dd1
Dmitry Sosnovskiy,"6' 3""",240 lbs.,"77""",Orthodox,"Jul 06, 1989",http://ufcstats.com/fighter-details/85ff1b9471d35238
Ben Sosoli,"6' 0""",265 lbs.,"72""",Southpaw,"Dec 10, 1989",http://ufcstats.com/fighter-details/326f94d6cfb1bf25
Krzysztof Soszynski,"6' 1""",205 lbs.,"77""",Open Stance,"Aug 02, 1977",http://ufcstats.com/fighter-details/59583ff832fe9d68
George Sotiropoulos,"5' 10""",155 lbs.,"71""",Orthodox,"Jul 09, 1977",http://ufcstats.com/fighter-details/896c322f56b8be5a
Greg Soto,"5' 11""",170 lbs.,"73""",Orthodox,"Jun 03, 1986",http://ufcstats.com/fighter-details/9c669abd35b2522f
Joe Soto,"5' 6""",135 lbs.,"65""",Orthodox,"Mar 22, 1987",http://ufcstats.com/fighter-details/a4e85a58fbce64b2
Andre Soukhamthath,"5' 9""",135 lbs.,"70""",Orthodox,"Oct 23, 1988",http://ufcstats.com/fighter-details/d0e50a3d1b250708
Mario Sousa,"6' 3""",185 lbs.,"79""",Orthodox,"Oct 20, 1996",http://ufcstats.com/fighter-details/72782745eb47161a
Manoel Sousa,"5' 9""",155 lbs.,"70""",Orthodox,"Jun 04, 1997",http://ufcstats.com/fighter-details/5870c541798124ae
Jacare Souza,"6' 1""",185 lbs.,"72""",Orthodox,"Dec 07, 1979",http://ufcstats.com/fighter-details/7a703c565ccaa18f
Edimilson Souza,"6' 0""",145 lbs.,"74""",Orthodox,"Oct 17, 1984",http://ufcstats.com/fighter-details/6c7020b859c7a3ce
Livinha Souza,"5' 3""",115 lbs.,"63""",Orthodox,"Mar 11, 1991",http://ufcstats.com/fighter-details/dab8cfbb6b1db10a
Bruno Souza,"5' 10""",145 lbs.,"70""",Orthodox,"Mar 07, 1996",http://ufcstats.com/fighter-details/0e5c4e72237461bb
Ketlen Souza,"5' 3""",115 lbs.,"63""",Orthodox,"Aug 18, 1994",http://ufcstats.com/fighter-details/8bd4200561c77a62
Heraldo Souza,"5' 11""",185 lbs.,"73""",Orthodox,"Dec 15, 1994",http://ufcstats.com/fighter-details/22b43be04d7454d0
Ryan Spann,"6' 5""",205 lbs.,"79""",Orthodox,"Aug 24, 1991",http://ufcstats.com/fighter-details/a67f5afa8d6a1b80
Tommy Speer,"5' 10""",170 lbs.,"71""",Orthodox,"Aug 20, 1984",http://ufcstats.com/fighter-details/1411c630ba711b64
Sean Spencer,"5' 10""",170 lbs.,"74""",Orthodox,"Jun 25, 1987",http://ufcstats.com/fighter-details/ab850a77a0fa487d
Felicia Spencer,"5' 6""",145 lbs.,"68""",Orthodox,"Nov 29, 1990",http://ufcstats.com/fighter-details/39d91e95949de3d9
Eric Spicely,"6' 1""",185 lbs.,"73""",Orthodox,"Sep 29, 1986",http://ufcstats.com/fighter-details/b9664eae2ac75262
Daniel Spitz,"6' 7""",245 lbs.,"82""",Orthodox,"Jul 31, 1990",http://ufcstats.com/fighter-details/f86cb5f25d545e0e
Serghei Spivac,"6' 3""",260 lbs.,"78""",Orthodox,"Jan 24, 1995",http://ufcstats.com/fighter-details/e2f6b2769aaedd6c
Daniel Spohn,"6' 4""",205 lbs.,"79""",Southpaw,"Oct 12, 1984",http://ufcstats.com/fighter-details/87f3bbf52e6c9dc9
Austin Springer,"5' 8""",145 lbs.,"71""",Orthodox,"May 12, 1987",http://ufcstats.com/fighter-details/37cc294027f55e4d
Georges St-Pierre,"5' 11""",185 lbs.,"76""",Orthodox,"May 19, 1981",http://ufcstats.com/fighter-details/6506c1d34da9c013
Ron Stallings,"6' 2""",170 lbs.,"75""",Southpaw,"Jan 25, 1983",http://ufcstats.com/fighter-details/6dd758d34da8d254
Cody Stamann,"5' 6""",135 lbs.,"64""",Orthodox,"Nov 09, 1989",http://ufcstats.com/fighter-details/bf7ad5628363eec9
Brian Stann,"6' 1""",205 lbs.,"74""",Orthodox,"Sep 24, 1980",http://ufcstats.com/fighter-details/579fcdfcabd23a7b
Josh Stansbury,"6' 2""",205 lbs.,"74""",Orthodox,"Nov 19, 1984",http://ufcstats.com/fighter-details/30ea504870f8597b
Clifford Starks,"6' 0""",185 lbs.,"78""",Orthodox,"Apr 25, 1981",http://ufcstats.com/fighter-details/5abf827d62f98fee
Kalib Starnes,"6' 3""",185 lbs.,"74""",Orthodox,"Jan 06, 1975",http://ufcstats.com/fighter-details/c8136ab8aa32c974
Laureano Staropoli,"6' 1""",185 lbs.,"71""",Orthodox,"Feb 27, 1993",http://ufcstats.com/fighter-details/a12a8314adc1c1c9
Damian Stasiak,"5' 5""",135 lbs.,"70""",Orthodox,"Feb 20, 1990",http://ufcstats.com/fighter-details/42a7e90605df3c8a
Dominique Steele,"5' 10""",170 lbs.,"74""",Orthodox,"Jan 27, 1988",http://ufcstats.com/fighter-details/68c11c27d4d56572
Ricky Steele,"5' 9""",135 lbs.,"74""",Orthodox,"May 26, 1988",http://ufcstats.com/fighter-details/09a6ed4ee97a5606
Kody Steele,"5' 9""",155 lbs.,"71""",Orthodox,"Apr 21, 1995",http://ufcstats.com/fighter-details/aebaa8cec15b083d
Steve Steinbeiss,"6' 3""",185 lbs.,"75""",Orthodox,"May 05, 1981",http://ufcstats.com/fighter-details/0b5b6876c2a4723f
Jeremy Stephens,"5' 9""",155 lbs.,"71""",Orthodox,"May 25, 1986",http://ufcstats.com/fighter-details/18968f97ad34f15c
Aljamain Sterling,"5' 7""",145 lbs.,"71""",Orthodox,"Jul 31, 1989",http://ufcstats.com/fighter-details/cb696ebfb6598724
Joe Stevenson,"5' 7""",145 lbs.,"70""",Orthodox,"Jun 15, 1982",http://ufcstats.com/fighter-details/79899ecf62020f6d
Maia Stevenson,"5' 4""",115 lbs.,"62""",Orthodox,"Mar 19, 1982",http://ufcstats.com/fighter-details/2fee10d5cf86bfca
Darren Stewart,"6' 0""",205 lbs.,"74""",Orthodox,"Dec 30, 1990",http://ufcstats.com/fighter-details/a17ad5a5048e8c3f
Kyle Stewart,"6' 0""",170 lbs.,"76""",Orthodox,"Jan 31, 1989",http://ufcstats.com/fighter-details/bb61823f76361297
Navajo Stirling,"6' 4""",205 lbs.,"79""",Orthodox,"Nov 07, 1997",http://ufcstats.com/fighter-details/b4b496ec2197ee3e
Lazar Stojadinovic,"5' 7""",145 lbs.,"68""",Southpaw,"Mar 22, 1989",http://ufcstats.com/fighter-details/4d25497994da569c
Julija Stoliarenko,"5' 7""",125 lbs.,"66""",Orthodox,"Apr 08, 1993",http://ufcstats.com/fighter-details/a78a87d8c2bbb1cb
Dustin Stoltzfus,"6' 0""",185 lbs.,"75""",Orthodox,"Nov 15, 1991",http://ufcstats.com/fighter-details/71505842fb6455c3
Niklas Stolze,"6' 1""",155 lbs.,"74""",Switch,"Dec 28, 1992",http://ufcstats.com/fighter-details/62f7097c04311193
Ken Stone,"5' 8""",135 lbs.,"71""",Southpaw,"Oct 08, 1982",http://ufcstats.com/fighter-details/fbf0947399d14323
Rick Story,"5' 9""",170 lbs.,"71""",Southpaw,"Aug 28, 1984",http://ufcstats.com/fighter-details/5b5307450405abf0
Darko Stosic,"6' 0""",205 lbs.,"76""",Orthodox,"Feb 09, 1992",http://ufcstats.com/fighter-details/025f0b1b58fbad01
